vote_2020,gender,race_ethnicity,household_income,state,age,vote_trump
Donald Trump,male,White,"Less than $49,999",missouri,35,1
Joe Biden,male,White,"$50,000 to $99,999",maine,30,0
Donald Trump,male,White,"$100,000 to $149,999",florida,74,1
Donald Trump,male,White,"Less than $49,999",florida,46,1
Joe Biden,female,American Indian or Alaska Native,"$50,000 to $99,999",california,22,0
Donald Trump,male,Asian or Pacific Islander,"Less than $49,999",hawaii,32,1
Joe Biden,male,White,"Less than $49,999",new mexico,28,0
Joe Biden,male,White,"$50,000 to $99,999",california,38,0
Joe Biden,female,White,"Less than $49,999",texas,36,0
Donald Trump,female,White,"Less than $49,999",louisiana,57,1
Joe Biden,female,"Black, or African American","Less than $49,999",north carolina,46,0
Donald Trump,male,White,"$50,000 to $99,999",wisconsin,51,1
Donald Trump,female,White,"Less than $49,999",pennsylvania,47,1
Joe Biden,male,White,"$50,000 to $99,999",illinois,40,0
Donald Trump,female,White,"Less than $49,999",south carolina,25,1
Donald Trump,female,White,"Less than $49,999",north carolina,64,1
Joe Biden,female,White,"$50,000 to $99,999",california,70,0
Donald Trump,female,White,"Less than $49,999",illinois,32,1
Donald Trump,male,White,"Less than $49,999",florida,63,1
Donald Trump,female,White,"Less than $49,999",arizona,68,1
Joe Biden,male,White,"Less than $49,999",new york,29,0
Joe Biden,female,"Black, or African American","$150,000 to $199,999",ohio,70,0
Joe Biden,male,"Black, or African American","Less than $49,999",north carolina,20,0
Joe Biden,female,Some other race,"Less than $49,999",oregon,61,0
Donald Trump,male,White,"Less than $49,999",new york,51,1
Joe Biden,female,White,"$50,000 to $99,999",illinois,41,0
Joe Biden,male,White,"$100,000 to $149,999",california,67,0
Joe Biden,female,White,"$50,000 to $99,999",california,56,0
Joe Biden,female,White,"$50,000 to $99,999",illinois,49,0
Donald Trump,male,White,"Less than $49,999",massachusetts,60,1
Donald Trump,female,White,"Less than $49,999",pennsylvania,29,1
Joe Biden,female,White,"Less than $49,999",pennsylvania,23,0
Joe Biden,female,White,"Less than $49,999",north carolina,55,0
Donald Trump,male,White,"$50,000 to $99,999",louisiana,53,1
Donald Trump,male,White,"Less than $49,999",florida,28,1
Joe Biden,female,White,"$100,000 to $149,999",colorado,65,0
Donald Trump,female,White,"Less than $49,999",west virginia,54,1
Donald Trump,male,White,"$200,000 and above",california,40,1
Donald Trump,male,White,"$50,000 to $99,999",arizona,57,1
Joe Biden,male,White,"$100,000 to $149,999",new jersey,47,0
Joe Biden,male,White,"$50,000 to $99,999",north carolina,66,0
Donald Trump,male,White,"$100,000 to $149,999",pennsylvania,73,1
Donald Trump,male,White,"$50,000 to $99,999",virginia,61,1
Joe Biden,male,Asian or Pacific Islander,"$100,000 to $149,999",massachusetts,42,0
Joe Biden,male,White,"$100,000 to $149,999",new york,38,0
Donald Trump,male,White,"$50,000 to $99,999",illinois,56,1
Donald Trump,male,Some other race,"$200,000 and above",arizona,19,1
Donald Trump,male,White,"Less than $49,999",south carolina,50,1
Joe Biden,male,White,"$150,000 to $199,999",oregon,61,0
Joe Biden,female,White,"Less than $49,999",georgia,34,0
Donald Trump,female,White,"$100,000 to $149,999",louisiana,32,1
Donald Trump,male,White,"Less than $49,999",missouri,60,1
Donald Trump,female,White,"$50,000 to $99,999",florida,58,1
Joe Biden,male,White,"Less than $49,999",kentucky,48,0
Joe Biden,female,White,"Less than $49,999",michigan,33,0
Donald Trump,female,White,"Less than $49,999",pennsylvania,60,1
Donald Trump,male,White,"Less than $49,999",illinois,56,1
Joe Biden,male,"Black, or African American","Less than $49,999",georgia,42,0
Joe Biden,male,White,"Less than $49,999",california,35,0
Joe Biden,male,White,"$50,000 to $99,999",washington,20,0
Joe Biden,female,Asian or Pacific Islander,"Less than $49,999",florida,21,0
Donald Trump,male,Asian or Pacific Islander,"$100,000 to $149,999",california,38,1
Joe Biden,male,"Black, or African American","Less than $49,999",california,57,0
Joe Biden,female,"Black, or African American","Less than $49,999",florida,21,0
Joe Biden,male,White,"Less than $49,999",delaware,40,0
Joe Biden,female,White,"$100,000 to $149,999",florida,34,0
Joe Biden,male,"Black, or African American","Less than $49,999",texas,28,0
Joe Biden,female,"Black, or African American","Less than $49,999",texas,53,0
Joe Biden,female,White,"Less than $49,999",north carolina,27,0
Joe Biden,male,White,"Less than $49,999",pennsylvania,21,0
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",california,24,0
Donald Trump,female,White,"$100,000 to $149,999",tennessee,31,1
Donald Trump,female,White,"Less than $49,999",oregon,62,1
Joe Biden,female,White,"$50,000 to $99,999",washington,24,0
Joe Biden,male,White,"$150,000 to $199,999",illinois,72,0
Joe Biden,female,White,"$100,000 to $149,999",maryland,59,0
Donald Trump,female,White,"Less than $49,999",mississippi,62,1
Joe Biden,female,White,"Less than $49,999",tennessee,49,0
Joe Biden,male,White,"$100,000 to $149,999",michigan,50,0
Joe Biden,male,Some other race,"Less than $49,999",california,35,0
Donald Trump,male,White,"Less than $49,999",california,60,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",pennsylvania,49,0
Donald Trump,male,White,"Less than $49,999",wisconsin,79,1
Donald Trump,female,White,"$50,000 to $99,999",north carolina,61,1
Donald Trump,male,White,"Less than $49,999",new york,44,1
Joe Biden,male,White,"$50,000 to $99,999",indiana,62,0
Joe Biden,male,White,"Less than $49,999",california,31,0
Donald Trump,male,White,"Less than $49,999",texas,20,1
Donald Trump,male,Asian or Pacific Islander,"$100,000 to $149,999",new york,51,1
Donald Trump,male,White,"$200,000 and above",new york,37,1
Joe Biden,male,White,"Less than $49,999",washington,50,0
Joe Biden,female,White,"Less than $49,999",north carolina,44,0
Joe Biden,female,White,"Less than $49,999",washington,26,0
Joe Biden,female,White,"Less than $49,999",virginia,38,0
Joe Biden,female,White,"Less than $49,999",south carolina,52,0
Joe Biden,female,White,"Less than $49,999",illinois,59,0
Joe Biden,female,Asian or Pacific Islander,"Less than $49,999",massachusetts,22,0
Joe Biden,female,Some other race,"Less than $49,999",new jersey,32,0
Donald Trump,female,White,"Less than $49,999",florida,47,1
Donald Trump,male,White,"Less than $49,999",kentucky,40,1
Donald Trump,female,White,"Less than $49,999",maryland,60,1
Joe Biden,female,"Black, or African American","$150,000 to $199,999",california,37,0
Donald Trump,male,White,"$100,000 to $149,999",illinois,25,1
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",colorado,41,0
Joe Biden,female,"Black, or African American","Less than $49,999",virginia,23,0
Joe Biden,female,White,"Less than $49,999",new york,62,0
Joe Biden,female,"Black, or African American","Less than $49,999",connecticut,37,0
Donald Trump,male,White,"$100,000 to $149,999",ohio,32,1
Joe Biden,male,"Black, or African American","$100,000 to $149,999",new york,41,0
Joe Biden,female,"Black, or African American","Less than $49,999",new york,19,0
Donald Trump,male,White,"Less than $49,999",california,50,1
Joe Biden,male,White,"Less than $49,999",missouri,29,0
Joe Biden,female,White,"$100,000 to $149,999",kentucky,45,0
Joe Biden,female,White,"$50,000 to $99,999",connecticut,62,0
Joe Biden,female,"Black, or African American","Less than $49,999",tennessee,51,0
Donald Trump,male,White,"$50,000 to $99,999",new york,43,1
Donald Trump,female,White,"Less than $49,999",florida,68,1
Joe Biden,male,"Black, or African American","$50,000 to $99,999",michigan,46,0
Donald Trump,female,White,"$50,000 to $99,999",north carolina,43,1
Joe Biden,female,White,"$150,000 to $199,999",oregon,44,0
Donald Trump,female,White,"Less than $49,999",pennsylvania,58,1
Donald Trump,female,White,"$200,000 and above",new jersey,30,1
Donald Trump,female,White,"Less than $49,999",california,53,1
Donald Trump,male,White,"$50,000 to $99,999",louisiana,35,1
Joe Biden,female,"Black, or African American","Less than $49,999",tennessee,23,0
Donald Trump,female,White,"Less than $49,999",pennsylvania,29,1
Donald Trump,female,White,"Less than $49,999",arkansas,24,1
Donald Trump,female,Some other race,"$200,000 and above",california,40,1
Donald Trump,female,White,"Less than $49,999",arizona,54,1
Joe Biden,male,Some other race,"Less than $49,999",california,33,0
Donald Trump,male,White,"$200,000 and above",oregon,49,1
Donald Trump,female,White,"$50,000 to $99,999",missouri,34,1
Joe Biden,male,White,"$50,000 to $99,999",new jersey,43,0
Joe Biden,female,White,"Less than $49,999",new york,55,0
Donald Trump,male,"Black, or African American","Less than $49,999",texas,18,1
Joe Biden,female,American Indian or Alaska Native,"Less than $49,999",new york,29,0
Donald Trump,female,White,"$200,000 and above",massachusetts,51,1
Joe Biden,female,White,"$50,000 to $99,999",south carolina,37,0
Joe Biden,female,White,"$50,000 to $99,999",florida,55,0
Joe Biden,female,White,"$200,000 and above",new york,18,0
Donald Trump,female,White,"$50,000 to $99,999",florida,70,1
Joe Biden,female,White,"Less than $49,999",pennsylvania,74,0
Donald Trump,male,White,"$100,000 to $149,999",california,71,1
Joe Biden,female,White,"Less than $49,999",georgia,29,0
Donald Trump,female,White,"Less than $49,999",alabama,25,1
Donald Trump,female,White,"$100,000 to $149,999",texas,40,1
Donald Trump,female,White,"$200,000 and above",california,19,1
Donald Trump,female,White,"$50,000 to $99,999",texas,21,1
Donald Trump,male,White,"$150,000 to $199,999",new york,41,1
Joe Biden,female,White,"Less than $49,999",new york,55,0
Donald Trump,female,White,"$100,000 to $149,999",california,58,1
Joe Biden,female,Some other race,"Less than $49,999",new mexico,48,0
Joe Biden,female,White,"Less than $49,999",indiana,73,0
Donald Trump,female,White,"$50,000 to $99,999",utah,29,1
Donald Trump,male,White,"$150,000 to $199,999",missouri,60,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",indiana,48,0
Donald Trump,female,White,"$50,000 to $99,999",ohio,77,1
Donald Trump,male,White,"$50,000 to $99,999",california,79,1
Joe Biden,female,Some other race,"Less than $49,999",california,51,0
Donald Trump,male,White,"Less than $49,999",ohio,57,1
Donald Trump,male,White,"Less than $49,999",illinois,57,1
Donald Trump,male,White,"$200,000 and above",new york,40,1
Donald Trump,female,White,"Less than $49,999",new york,70,1
Joe Biden,male,"Black, or African American","Less than $49,999",florida,37,0
Donald Trump,male,White,"Less than $49,999",texas,58,1
Joe Biden,female,White,"$50,000 to $99,999",nebraska,45,0
Joe Biden,female,White,"Less than $49,999",oregon,65,0
Joe Biden,female,White,"Less than $49,999",north carolina,65,0
Joe Biden,male,White,"Less than $49,999",washington,52,0
Joe Biden,female,White,"Less than $49,999",florida,41,0
Donald Trump,male,White,"$150,000 to $199,999",texas,40,1
Joe Biden,male,White,"Less than $49,999",kansas,54,0
Donald Trump,female,White,"$50,000 to $99,999",california,29,1
Donald Trump,female,White,"Less than $49,999",ohio,60,1
Donald Trump,male,White,"Less than $49,999",washington,30,1
Donald Trump,female,White,"Less than $49,999",arizona,71,1
Donald Trump,male,White,"$50,000 to $99,999",new york,66,1
Donald Trump,male,American Indian or Alaska Native,"$50,000 to $99,999",florida,40,1
Joe Biden,male,American Indian or Alaska Native,"Less than $49,999",oklahoma,45,0
Joe Biden,male,White,"$50,000 to $99,999",maryland,22,0
Donald Trump,female,White,"$100,000 to $149,999",ohio,48,1
Donald Trump,female,Some other race,"Less than $49,999",south carolina,45,1
Joe Biden,male,White,"$100,000 to $149,999",wisconsin,44,0
Donald Trump,male,White,"$100,000 to $149,999",texas,20,1
Joe Biden,female,White,"$50,000 to $99,999",north carolina,26,0
Joe Biden,male,White,"Less than $49,999",illinois,37,0
Joe Biden,male,White,"$100,000 to $149,999",texas,69,0
Joe Biden,female,"Black, or African American","Less than $49,999",massachusetts,58,0
Joe Biden,male,White,"$100,000 to $149,999",virginia,58,0
Donald Trump,female,White,"$50,000 to $99,999",nevada,39,1
Donald Trump,male,White,"$100,000 to $149,999",new jersey,63,1
Joe Biden,female,White,"$50,000 to $99,999",california,57,0
Joe Biden,female,"Black, or African American","Less than $49,999",delaware,70,0
Donald Trump,male,White,"$100,000 to $149,999",indiana,22,1
Joe Biden,female,Some other race,"Less than $49,999",arizona,22,0
Joe Biden,male,"Black, or African American","Less than $49,999",texas,36,0
Donald Trump,male,White,"$200,000 and above",new york,62,1
Donald Trump,male,White,"Less than $49,999",new york,40,1
Joe Biden,male,White,"Less than $49,999",washington,25,0
Donald Trump,female,White,"Less than $49,999",wisconsin,46,1
Joe Biden,male,White,"$50,000 to $99,999",arizona,38,0
Joe Biden,female,White,"$50,000 to $99,999",missouri,34,0
Joe Biden,female,White,"Less than $49,999",alabama,23,0
Joe Biden,female,White,"$50,000 to $99,999",california,46,0
Donald Trump,male,"Black, or African American","$50,000 to $99,999",arizona,55,1
Donald Trump,female,White,"Less than $49,999",texas,50,1
Joe Biden,female,White,"Less than $49,999",california,18,0
Donald Trump,male,Asian or Pacific Islander,"$50,000 to $99,999",california,30,1
Joe Biden,female,White,"Less than $49,999",minnesota,33,0
Donald Trump,male,White,"$150,000 to $199,999",new york,38,1
Joe Biden,male,Asian or Pacific Islander,"$50,000 to $99,999",california,26,0
Joe Biden,male,White,"$50,000 to $99,999",louisiana,36,0
Joe Biden,male,White,"Less than $49,999",louisiana,50,0
Donald Trump,male,Some other race,"Less than $49,999",new york,21,1
Joe Biden,female,White,"Less than $49,999",connecticut,65,0
Donald Trump,male,White,"$50,000 to $99,999",alabama,40,1
Donald Trump,female,Some other race,"Less than $49,999",arizona,32,1
Joe Biden,female,"Black, or African American","Less than $49,999",ohio,18,0
Joe Biden,female,Some other race,"Less than $49,999",louisiana,29,0
Joe Biden,female,White,"$50,000 to $99,999",utah,61,0
Joe Biden,female,Some other race,"$50,000 to $99,999",arizona,21,0
Joe Biden,male,White,"Less than $49,999",california,69,0
Joe Biden,female,Some other race,"$200,000 and above",massachusetts,19,0
Joe Biden,female,White,"$50,000 to $99,999",texas,22,0
Joe Biden,male,White,"Less than $49,999",california,28,0
Joe Biden,male,White,"$200,000 and above",virginia,39,0
Donald Trump,female,White,"Less than $49,999",california,69,1
Donald Trump,male,Some other race,"Less than $49,999",texas,39,1
Donald Trump,female,American Indian or Alaska Native,"Less than $49,999",north carolina,46,1
Donald Trump,female,Asian or Pacific Islander,"$100,000 to $149,999",california,47,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",new jersey,45,0
Joe Biden,male,White,"$50,000 to $99,999",california,30,0
Joe Biden,male,White,"$100,000 to $149,999",illinois,65,0
Donald Trump,male,Asian or Pacific Islander,"$50,000 to $99,999",california,36,1
Donald Trump,male,White,"$100,000 to $149,999",alabama,48,1
Donald Trump,male,White,"$100,000 to $149,999",district of columbia,42,1
Joe Biden,male,White,"Less than $49,999",florida,50,0
Joe Biden,male,White,"$200,000 and above",california,77,0
Donald Trump,male,White,"$100,000 to $149,999",south carolina,28,1
Donald Trump,male,White,"Less than $49,999",virginia,53,1
Donald Trump,female,Asian or Pacific Islander,"Less than $49,999",washington,61,1
Joe Biden,male,White,"$150,000 to $199,999",colorado,33,0
Donald Trump,male,White,"$100,000 to $149,999",new york,40,1
Joe Biden,male,White,"Less than $49,999",missouri,30,0
Donald Trump,male,Some other race,"$50,000 to $99,999",florida,42,1
Donald Trump,female,American Indian or Alaska Native,"Less than $49,999",oklahoma,52,1
Donald Trump,male,White,"$150,000 to $199,999",pennsylvania,39,1
Donald Trump,male,White,"$50,000 to $99,999",new york,45,1
Donald Trump,male,White,"Less than $49,999",texas,36,1
Joe Biden,female,Some other race,"Less than $49,999",california,19,0
Donald Trump,female,White,"Less than $49,999",louisiana,49,1
Joe Biden,male,White,"Less than $49,999",oregon,35,0
Joe Biden,male,White,"Less than $49,999",connecticut,32,0
Joe Biden,male,White,"$150,000 to $199,999",new jersey,65,0
Joe Biden,male,"Black, or African American","$50,000 to $99,999",illinois,20,0
Donald Trump,male,White,"$150,000 to $199,999",california,73,1
Donald Trump,male,White,"Less than $49,999",alabama,38,1
Donald Trump,male,"Black, or African American","$50,000 to $99,999",florida,51,1
Donald Trump,female,American Indian or Alaska Native,"$50,000 to $99,999",tennessee,65,1
Donald Trump,male,White,"$150,000 to $199,999",michigan,39,1
Donald Trump,male,White,"$50,000 to $99,999",ohio,63,1
Joe Biden,male,White,"Less than $49,999",florida,68,0
Joe Biden,male,White,"Less than $49,999",nevada,69,0
Joe Biden,male,White,"Less than $49,999",connecticut,39,0
Joe Biden,female,"Black, or African American","$100,000 to $149,999",california,39,0
Joe Biden,male,White,"Less than $49,999",virginia,68,0
Joe Biden,male,"Black, or African American","$50,000 to $99,999",texas,24,0
Joe Biden,female,Some other race,"Less than $49,999",florida,50,0
Donald Trump,male,White,"$50,000 to $99,999",michigan,51,1
Donald Trump,male,Asian or Pacific Islander,"Less than $49,999",hawaii,29,1
Donald Trump,male,White,"Less than $49,999",indiana,78,1
Donald Trump,male,White,"Less than $49,999",georgia,60,1
Joe Biden,female,White,"Less than $49,999",georgia,48,0
Donald Trump,male,White,"$200,000 and above",connecticut,65,1
Donald Trump,female,White,"$50,000 to $99,999",pennsylvania,63,1
Joe Biden,female,White,"$100,000 to $149,999",california,45,0
Donald Trump,male,White,"Less than $49,999",north carolina,70,1
Donald Trump,male,White,"$100,000 to $149,999",new york,39,1
Joe Biden,male,White,"$200,000 and above",massachusetts,73,0
Donald Trump,female,White,"$150,000 to $199,999",maryland,45,1
Joe Biden,female,"Black, or African American","Less than $49,999",ohio,40,0
Donald Trump,female,White,"$50,000 to $99,999",new york,69,1
Joe Biden,male,White,"$150,000 to $199,999",tennessee,31,0
Joe Biden,female,White,"$50,000 to $99,999",georgia,36,0
Donald Trump,male,White,"$200,000 and above",washington,39,1
Joe Biden,female,"Black, or African American","Less than $49,999",florida,41,0
Joe Biden,male,Some other race,"Less than $49,999",north carolina,37,0
Donald Trump,female,White,"$50,000 to $99,999",west virginia,59,1
Donald Trump,female,White,"$200,000 and above",florida,71,1
Joe Biden,female,White,"Less than $49,999",minnesota,58,0
Donald Trump,female,White,"$50,000 to $99,999",indiana,65,1
Joe Biden,female,White,"Less than $49,999",ohio,45,0
Joe Biden,female,White,"$100,000 to $149,999",florida,46,0
Joe Biden,female,White,"$100,000 to $149,999",new york,41,0
Joe Biden,female,White,"Less than $49,999",florida,31,0
Donald Trump,female,White,"Less than $49,999",maine,67,1
Joe Biden,female,White,"$50,000 to $99,999",florida,66,0
Donald Trump,female,White,"Less than $49,999",rhode island,63,1
Donald Trump,female,White,"$100,000 to $149,999",virginia,61,1
Donald Trump,female,White,"$50,000 to $99,999",pennsylvania,75,1
Donald Trump,female,White,"$50,000 to $99,999",ohio,46,1
Donald Trump,female,White,"$50,000 to $99,999",pennsylvania,79,1
Donald Trump,female,White,"$100,000 to $149,999",virginia,67,1
Donald Trump,female,White,"Less than $49,999",illinois,31,1
Joe Biden,female,White,"$100,000 to $149,999",kentucky,41,0
Joe Biden,male,"Black, or African American","$50,000 to $99,999",south carolina,24,0
Donald Trump,male,White,"Less than $49,999",colorado,44,1
Donald Trump,male,White,"$50,000 to $99,999",colorado,81,1
Joe Biden,male,White,"$200,000 and above",new york,44,0
Donald Trump,female,White,"$50,000 to $99,999",new york,60,1
Joe Biden,female,White,"Less than $49,999",kansas,68,0
Joe Biden,male,White,"Less than $49,999",arizona,20,0
Donald Trump,male,Asian or Pacific Islander,"$50,000 to $99,999",pennsylvania,28,1
Joe Biden,male,White,"Less than $49,999",delaware,56,0
Donald Trump,female,White,"$150,000 to $199,999",california,29,1
Joe Biden,male,White,"$150,000 to $199,999",texas,40,0
Donald Trump,male,White,"$100,000 to $149,999",north carolina,56,1
Donald Trump,male,White,"$200,000 and above",new york,40,1
Donald Trump,male,White,"Less than $49,999",west virginia,19,1
Donald Trump,female,Asian or Pacific Islander,"$100,000 to $149,999",maryland,38,1
Joe Biden,male,Asian or Pacific Islander,"$150,000 to $199,999",vermont,57,0
Joe Biden,male,White,"Less than $49,999",north carolina,31,0
Donald Trump,male,White,"$200,000 and above",wisconsin,61,1
Joe Biden,female,White,"Less than $49,999",illinois,37,0
Donald Trump,male,White,"$50,000 to $99,999",pennsylvania,52,1
Donald Trump,male,White,"$50,000 to $99,999",south carolina,46,1
Joe Biden,female,White,"Less than $49,999",illinois,30,0
Donald Trump,male,White,"$50,000 to $99,999",pennsylvania,71,1
Donald Trump,male,White,"Less than $49,999",louisiana,61,1
Joe Biden,male,White,"$100,000 to $149,999",minnesota,62,0
Donald Trump,female,White,"Less than $49,999",texas,66,1
Joe Biden,male,White,"Less than $49,999",illinois,60,0
Donald Trump,male,White,"Less than $49,999",missouri,77,1
Joe Biden,male,White,"Less than $49,999",north carolina,61,0
Joe Biden,male,White,"Less than $49,999",west virginia,30,0
Joe Biden,male,White,"Less than $49,999",ohio,60,0
Joe Biden,male,White,"$100,000 to $149,999",new jersey,31,0
Donald Trump,male,White,"$200,000 and above",new york,43,1
Donald Trump,male,White,"Less than $49,999",new york,71,1
Donald Trump,male,White,"Less than $49,999",illinois,63,1
Joe Biden,male,White,"$50,000 to $99,999",california,58,0
Donald Trump,male,White,"$100,000 to $149,999",new york,37,1
Joe Biden,male,White,"$50,000 to $99,999",ohio,70,0
Donald Trump,female,White,"$200,000 and above",kentucky,62,1
Donald Trump,male,White,"$50,000 to $99,999",ohio,65,1
Donald Trump,male,White,"Less than $49,999",arizona,32,1
Donald Trump,female,White,"$50,000 to $99,999",michigan,45,1
Donald Trump,male,White,"Less than $49,999",texas,26,1
Donald Trump,female,White,"Less than $49,999",alabama,69,1
Joe Biden,male,"Black, or African American","Less than $49,999",pennsylvania,56,0
Donald Trump,male,White,"$50,000 to $99,999",new york,40,1
Donald Trump,male,White,"$100,000 to $149,999",ohio,39,1
Joe Biden,male,White,"$200,000 and above",virginia,63,0
Joe Biden,female,White,"Less than $49,999",ohio,55,0
Joe Biden,male,White,"$50,000 to $99,999",texas,31,0
Donald Trump,male,White,"$100,000 to $149,999",new jersey,45,1
Donald Trump,male,Some other race,"$50,000 to $99,999",virginia,69,1
Donald Trump,male,White,"$50,000 to $99,999",idaho,70,1
Joe Biden,male,"Black, or African American","Less than $49,999",california,49,0
Donald Trump,female,White,"Less than $49,999",south carolina,54,1
Joe Biden,female,White,"Less than $49,999",north carolina,29,0
Joe Biden,male,White,"$50,000 to $99,999",arizona,64,0
Donald Trump,male,White,"$200,000 and above",california,47,1
Donald Trump,female,White,"Less than $49,999",indiana,69,1
Joe Biden,male,White,"Less than $49,999",washington,21,0
Donald Trump,male,White,"Less than $49,999",new jersey,40,1
Joe Biden,male,White,"Less than $49,999",wisconsin,62,0
Donald Trump,female,White,"Less than $49,999",nebraska,42,1
Donald Trump,male,American Indian or Alaska Native,"$50,000 to $99,999",georgia,54,1
Joe Biden,male,Asian or Pacific Islander,"$50,000 to $99,999",hawaii,62,0
Donald Trump,female,White,"Less than $49,999",indiana,47,1
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",indiana,31,0
Joe Biden,male,White,"$50,000 to $99,999",ohio,66,0
Joe Biden,male,"Black, or African American","Less than $49,999",illinois,54,0
Donald Trump,male,White,"Less than $49,999",texas,28,1
Joe Biden,male,White,"Less than $49,999",new york,46,0
Donald Trump,female,White,"Less than $49,999",tennessee,67,1
Donald Trump,male,White,"$50,000 to $99,999",florida,72,1
Donald Trump,male,White,"$50,000 to $99,999",south carolina,59,1
Donald Trump,female,White,"Less than $49,999",kentucky,65,1
Donald Trump,male,White,"$50,000 to $99,999",indiana,62,1
Donald Trump,female,White,"Less than $49,999",ohio,60,1
Donald Trump,male,White,"$100,000 to $149,999",michigan,35,1
Donald Trump,male,White,"Less than $49,999",ohio,58,1
Joe Biden,female,White,"$50,000 to $99,999",vermont,37,0
Donald Trump,male,White,"Less than $49,999",new york,31,1
Donald Trump,male,White,"$50,000 to $99,999",california,52,1
Donald Trump,female,White,"$100,000 to $149,999",ohio,51,1
Joe Biden,female,Some other race,"$50,000 to $99,999",north carolina,36,0
Joe Biden,female,White,"Less than $49,999",indiana,69,0
Joe Biden,female,White,"$100,000 to $149,999",illinois,27,0
Donald Trump,male,White,"$100,000 to $149,999",tennessee,38,1
Joe Biden,male,White,"Less than $49,999",washington,62,0
Donald Trump,male,"Black, or African American","Less than $49,999",georgia,20,1
Joe Biden,male,"Black, or African American","Less than $49,999",illinois,61,0
Donald Trump,female,White,"$50,000 to $99,999",washington,60,1
Joe Biden,male,White,"Less than $49,999",arkansas,26,0
Joe Biden,male,White,"$200,000 and above",new york,41,0
Joe Biden,female,White,"Less than $49,999",maryland,73,0
Joe Biden,female,White,"$50,000 to $99,999",maine,34,0
Donald Trump,male,White,"Less than $49,999",tennessee,31,1
Joe Biden,female,White,"Less than $49,999",florida,62,0
Donald Trump,female,White,"Less than $49,999",maryland,65,1
Joe Biden,male,White,"$100,000 to $149,999",michigan,35,0
Joe Biden,female,Asian or Pacific Islander,"Less than $49,999",illinois,29,0
Joe Biden,female,White,"$150,000 to $199,999",new jersey,62,0
Joe Biden,female,White,"Less than $49,999",michigan,68,0
Donald Trump,male,White,"$100,000 to $149,999",missouri,29,1
Donald Trump,female,White,"Less than $49,999",washington,48,1
Donald Trump,female,White,"$150,000 to $199,999",massachusetts,67,1
Joe Biden,female,American Indian or Alaska Native,"$50,000 to $99,999",ohio,59,0
Joe Biden,female,"Black, or African American","Less than $49,999",alabama,33,0
Donald Trump,female,White,"Less than $49,999",south carolina,76,1
Donald Trump,female,White,"$100,000 to $149,999",new york,37,1
Joe Biden,female,White,"Less than $49,999",arizona,73,0
Joe Biden,female,White,"$50,000 to $99,999",wisconsin,34,0
Joe Biden,male,American Indian or Alaska Native,"Less than $49,999",indiana,38,0
Joe Biden,male,White,"$100,000 to $149,999",michigan,52,0
Donald Trump,male,White,"$100,000 to $149,999",north carolina,49,1
Donald Trump,female,White,"Less than $49,999",illinois,74,1
Donald Trump,female,White,"Less than $49,999",virginia,69,1
Joe Biden,female,White,"$50,000 to $99,999",vermont,62,0
Joe Biden,female,White,"Less than $49,999",texas,23,0
Joe Biden,male,White,"$50,000 to $99,999",california,45,0
Joe Biden,male,Asian or Pacific Islander,"$100,000 to $149,999",illinois,18,0
Joe Biden,female,"Black, or African American","Less than $49,999",texas,36,0
Donald Trump,male,White,"$50,000 to $99,999",pennsylvania,56,1
Donald Trump,male,White,"$50,000 to $99,999",california,45,1
Joe Biden,male,White,"Less than $49,999",california,67,0
Donald Trump,male,White,"$50,000 to $99,999",minnesota,63,1
Joe Biden,male,White,"$50,000 to $99,999",florida,57,0
Joe Biden,male,White,"$150,000 to $199,999",virginia,40,0
Donald Trump,female,White,"Less than $49,999",texas,58,1
Joe Biden,female,White,"$100,000 to $149,999",california,61,0
Donald Trump,male,White,"$100,000 to $149,999",south carolina,49,1
Joe Biden,male,White,"$50,000 to $99,999",minnesota,23,0
Joe Biden,male,White,"Less than $49,999",illinois,67,0
Donald Trump,male,White,"$150,000 to $199,999",hawaii,58,1
Donald Trump,male,"Black, or African American","$50,000 to $99,999",north carolina,28,1
Joe Biden,female,White,"$100,000 to $149,999",california,66,0
Donald Trump,female,White,"Less than $49,999",new jersey,71,1
Joe Biden,male,White,"$50,000 to $99,999",virginia,61,0
Donald Trump,male,"Black, or African American","$50,000 to $99,999",nebraska,32,1
Joe Biden,male,White,"$50,000 to $99,999",indiana,66,0
Joe Biden,female,White,"Less than $49,999",west virginia,53,0
Joe Biden,male,White,"$50,000 to $99,999",maryland,68,0
Joe Biden,female,White,"Less than $49,999",ohio,58,0
Donald Trump,male,White,"$200,000 and above",new york,48,1
Donald Trump,male,White,"$100,000 to $149,999",kansas,40,1
Donald Trump,female,White,"$50,000 to $99,999",pennsylvania,46,1
Joe Biden,female,White,"$50,000 to $99,999",indiana,21,0
Joe Biden,female,White,"$50,000 to $99,999",wisconsin,73,0
Donald Trump,male,White,"Less than $49,999",indiana,64,1
Joe Biden,male,White,"Less than $49,999",michigan,58,0
Donald Trump,male,White,"$200,000 and above",california,40,1
Joe Biden,male,White,"Less than $49,999",oregon,38,0
